index,time_ns,time_us,phase,model_cycle,operation_cycle,clk,rstn,cmd,data_in,valid_out,data_out,state
232,228000,228.000,CFG_TOTAL_WRITE_READ,114,26,0,1,0,0xAA,0,0x18,WRITE_CFG_TOTAL
233,229000,229.000,CFG_TOTAL_WRITE_READ,115,27,1,1,0,0xAA,0,0x19,WRITE_CFG_TOTAL
234,230000,230.000,CFG_TOTAL_WRITE_READ,115,27,0,1,0,0x55,0,0x19,WRITE_CFG_TOTAL
235,231000,231.000,CFG_TOTAL_WRITE_READ,116,28,1,1,0,0x55,0,0x1A,WRITE_CFG_TOTAL
236,232000,232.000,CFG_TOTAL_WRITE_READ,116,28,0,1,0,0xAA,0,0x1A,WRITE_CFG_TOTAL
237,233000,233.000,CFG_TOTAL_WRITE_READ,117,29,1,1,0,0xAA,0,0x1B,WRITE_CFG_TOTAL
238,234000,234.000,CFG_TOTAL_WRITE_READ,117,29,0,1,0,0x55,0,0x1B,WRITE_CFG_TOTAL
239,235000,235.000,CFG_TOTAL_WRITE_READ,118,30,1,1,0,0x55,0,0x1C,WRITE_CFG_TOTAL
240,236000,236.000,CFG_TOTAL_WRITE_READ,118,30,0,1,0,0xAA,0,0x1C,WRITE_CFG_TOTAL
241,237000,237.000,CFG_TOTAL_WRITE_READ,119,31,1,1,0,0xAA,0,0x1D,WRITE_CFG_TOTAL
242,238000,238.000,CFG_TOTAL_WRITE_READ,119,31,0,1,0,0x55,0,0x1D,WRITE_CFG_TOTAL
243,239000,239.000,CFG_TOTAL_WRITE_READ,120,32,1,1,0,0x55,0,0x1E,WRITE_CFG_TOTAL
244,240000,240.000,CFG_TOTAL_WRITE_READ,120,32,0,1,0,0xAA,0,0x1E,WRITE_CFG_TOTAL
245,241000,241.000,CFG_TOTAL_WRITE_READ,121,33,1,1,0,0xAA,0,0x1F,WRITE_CFG_TOTAL
246,242000,242.000,CFG_TOTAL_WRITE_READ,121,33,0,1,0,0x55,0,0x1F,WRITE_CFG_TOTAL
247,243000,243.000,CFG_TOTAL_WRITE_READ,122,34,1,1,0,0x55,0,0x20,WRITE_CFG_TOTAL
248,244000,244.000,CFG_TOTAL_WRITE_READ,122,34,0,1,0,0xAA,0,0x20,WRITE_CFG_TOTAL
249,245000,245.000,CFG_TOTAL_WRITE_READ,123,35,1,1,0,0xAA,0,0x21,WRITE_CFG_TOTAL
250,246000,246.000,CFG_TOTAL_WRITE_READ,123,35,0,1,0,0x55,0,0x21,WRITE_CFG_TOTAL
251,247000,247.000,CFG_TOTAL_WRITE_READ,124,36,1,1,0,0x55,0,0x22,WRITE_CFG_TOTAL
252,248000,248.000,CFG_TOTAL_WRITE_READ,124,36,0,1,0,0xAA,0,0x22,WRITE_CFG_TOTAL
253,249000,249.000,CFG_TOTAL_WRITE_READ,125,37,1,1,0,0xAA,0,0x23,WRITE_CFG_TOTAL
254,250000,250.000,CFG_TOTAL_WRITE_READ,125,37,0,1,0,0x55,0,0x23,WRITE_CFG_TOTAL
255,251000,251.000,CFG_TOTAL_WRITE_READ,126,38,1,1,0,0x55,0,0x24,WRITE_CFG_TOTAL
256,252000,252.000,CFG_TOTAL_WRITE_READ,126,38,0,1,0,0xAA,0,0x24,WRITE_CFG_TOTAL
257,253000,253.000,CFG_TOTAL_WRITE_READ,127,39,1,1,0,0xAA,0,0x25,WRITE_CFG_TOTAL
258,254000,254.000,CFG_TOTAL_WRITE_READ,127,39,0,1,0,0x55,0,0x25,WRITE_CFG_TOTAL
259,255000,255.000,CFG_TOTAL_WRITE_READ,128,40,1,1,0,0x55,0,0x26,WRITE_CFG_TOTAL
260,256000,256.000,CFG_TOTAL_WRITE_READ,128,40,0,1,0,0xAA,0,0x26,WRITE_CFG_TOTAL
261,257000,257.000,CFG_TOTAL_WRITE_READ,129,41,1,1,0,0xAA,0,0x27,WRITE_CFG_TOTAL
262,258000,258.000,CFG_TOTAL_WRITE_READ,129,41,0,1,0,0x55,0,0x27,WRITE_CFG_TOTAL
263,259000,259.000,CFG_TOTAL_WRITE_READ,130,42,1,1,0,0x55,0,0x28,WRITE_CFG_TOTAL
264,260000,260.000,CFG_TOTAL_WRITE_READ,130,42,0,1,0,0xAA,0,0x28,WRITE_CFG_TOTAL
265,261000,261.000,CFG_TOTAL_WRITE_READ,131,43,1,1,0,0xAA,0,0x29,WRITE_CFG_TOTAL
266,262000,262.000,CFG_TOTAL_WRITE_READ,131,43,0,1,0,0x55,0,0x29,WRITE_CFG_TOTAL
267,263000,263.000,CFG_TOTAL_WRITE_READ,132,44,1,1,0,0x55,0,0x2A,WRITE_CFG_TOTAL
268,264000,264.000,CFG_TOTAL_WRITE_READ,132,44,0,1,0,0xAA,0,0x2A,WRITE_CFG_TOTAL
269,265000,265.000,CFG_TOTAL_WRITE_READ,133,45,1,1,0,0xAA,0,0x2B,WRITE_CFG_TOTAL
270,266000,266.000,CFG_TOTAL_WRITE_READ,133,45,0,1,0,0x55,0,0x2B,WRITE_CFG_TOTAL
271,267000,267.000,CFG_TOTAL_WRITE_READ,134,46,1,1,0,0x55,0,0x2C,WRITE_CFG_TOTAL
272,268000,268.000,CFG_TOTAL_WRITE_READ,134,46,0,1,0,0x00,0,0x2C,WRITE_CFG_TOTAL
273,269000,269.000,CFG_TOTAL_WRITE_READ,135,47,1,1,0,0x00,0,0x2C,WRITE_CFG_TOTAL
274,270000,270.000,CFG_TOTAL_WRITE_READ,135,47,0,1,0,0x00,0,0x2C,WRITE_CFG_TOTAL
275,271000,271.000,CFG_TOTAL_WRITE_READ,136,0,1,1,0,0x00,0,0x00,IDLE
276,272000,272.000,CFG_TOTAL_WRITE_READ,136,0,0,1,0,0x00,0,0x00,IDLE
277,273000,273.000,CFG_TOTAL_WRITE_READ,137,0,1,1,0,0x00,0,0x00,IDLE
278,274000,274.000,CFG_TOTAL_WRITE_READ,137,0,0,1,0,0x00,0,0x00,IDLE
279,275000,275.000,CFG_TOTAL_WRITE_READ,138,0,1,1,0,0x00,0,0x00,IDLE
280,276000,276.000,CFG_TOTAL_WRITE_READ,138,0,0,1,0,0x00,0,0x00,IDLE
281,277000,277.000,CFG_TOTAL_WRITE_READ,139,0,1,1,0,0x00,0,0x00,IDLE
282,278000,278.000,CFG_TOTAL_WRITE_READ,139,0,0,1,0,0x00,0,0x00,IDLE
283,279000,279.000,CFG_TOTAL_WRITE_READ,140,0,1,1,0,0x00,0,0x00,IDLE
284,280000,280.000,CFG_TOTAL_WRITE_READ,140,0,0,1,0,0x00,0,0x00,IDLE
285,281000,281.000,CFG_TOTAL_WRITE_READ,141,0,1,1,0,0x00,0,0x00,IDLE
286,282000,282.000,CFG_TOTAL_WRITE_READ,141,0,0,1,1,0x0F,0,0x00,IDLE
287,283000,283.000,CFG_TOTAL_WRITE_READ,142,0,1,1,1,0x0F,0,0x00,READ_CFG_MODE
288,284000,284.000,CFG_TOTAL_WRITE_READ,142,0,0,1,0,0x01,0,0x00,READ_CFG_MODE
289,285000,285.000,CFG_TOTAL_WRITE_READ,143,1,1,1,0,0x01,0,0xF0,READ_CFG_TOTAL
290,286000,286.000,CFG_TOTAL_WRITE_READ,143,1,0,1,0,0x00,0,0xF0,READ_CFG_TOTAL
291,287000,287.000,CFG_TOTAL_WRITE_READ,144,2,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
292,288000,288.000,CFG_TOTAL_WRITE_READ,144,2,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
293,289000,289.000,CFG_TOTAL_WRITE_READ,145,3,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
294,290000,290.000,CFG_TOTAL_WRITE_READ,145,3,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
295,291000,291.000,CFG_TOTAL_WRITE_READ,146,4,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
296,292000,292.000,CFG_TOTAL_WRITE_READ,146,4,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
297,293000,293.000,CFG_TOTAL_WRITE_READ,147,5,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
298,294000,294.000,CFG_TOTAL_WRITE_READ,147,5,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
299,295000,295.000,CFG_TOTAL_WRITE_READ,148,6,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
300,296000,296.000,CFG_TOTAL_WRITE_READ,148,6,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
301,297000,297.000,CFG_TOTAL_WRITE_READ,149,7,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
302,298000,298.000,CFG_TOTAL_WRITE_READ,149,7,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
303,299000,299.000,CFG_TOTAL_WRITE_READ,150,8,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
304,300000,300.000,CFG_TOTAL_WRITE_READ,150,8,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
305,301000,301.000,CFG_TOTAL_WRITE_READ,151,9,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
306,302000,302.000,CFG_TOTAL_WRITE_READ,151,9,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
307,303000,303.000,CFG_TOTAL_WRITE_READ,152,10,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
308,304000,304.000,CFG_TOTAL_WRITE_READ,152,10,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
309,305000,305.000,CFG_TOTAL_WRITE_READ,153,11,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
310,306000,306.000,CFG_TOTAL_WRITE_READ,153,11,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
311,307000,307.000,CFG_TOTAL_WRITE_READ,154,12,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
312,308000,308.000,CFG_TOTAL_WRITE_READ,154,12,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
313,309000,309.000,CFG_TOTAL_WRITE_READ,155,13,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
314,310000,310.000,CFG_TOTAL_WRITE_READ,155,13,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
315,311000,311.000,CFG_TOTAL_WRITE_READ,156,14,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
316,312000,312.000,CFG_TOTAL_WRITE_READ,156,14,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
317,313000,313.000,CFG_TOTAL_WRITE_READ,157,15,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
318,314000,314.000,CFG_TOTAL_WRITE_READ,157,15,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
319,315000,315.000,CFG_TOTAL_WRITE_READ,158,16,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
320,316000,316.000,CFG_TOTAL_WRITE_READ,158,16,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
321,317000,317.000,CFG_TOTAL_WRITE_READ,159,17,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
322,318000,318.000,CFG_TOTAL_WRITE_READ,159,17,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
323,319000,319.000,CFG_TOTAL_WRITE_READ,160,18,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
324,320000,320.000,CFG_TOTAL_WRITE_READ,160,18,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
325,321000,321.000,CFG_TOTAL_WRITE_READ,161,19,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
326,322000,322.000,CFG_TOTAL_WRITE_READ,161,19,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
327,323000,323.000,CFG_TOTAL_WRITE_READ,162,20,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
328,324000,324.000,CFG_TOTAL_WRITE_READ,162,20,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
329,325000,325.000,CFG_TOTAL_WRITE_READ,163,21,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
330,326000,326.000,CFG_TOTAL_WRITE_READ,163,21,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
331,327000,327.000,CFG_TOTAL_WRITE_READ,164,22,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
332,328000,328.000,CFG_TOTAL_WRITE_READ,164,22,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
333,329000,329.000,CFG_TOTAL_WRITE_READ,165,23,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
334,330000,330.000,CFG_TOTAL_WRITE_READ,165,23,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
335,331000,331.000,CFG_TOTAL_WRITE_READ,166,24,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
336,332000,332.000,CFG_TOTAL_WRITE_READ,166,24,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
337,333000,333.000,CFG_TOTAL_WRITE_READ,167,25,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
338,334000,334.000,CFG_TOTAL_WRITE_READ,167,25,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
339,335000,335.000,CFG_TOTAL_WRITE_READ,168,26,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
340,336000,336.000,CFG_TOTAL_WRITE_READ,168,26,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
341,337000,337.000,CFG_TOTAL_WRITE_READ,169,27,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
342,338000,338.000,CFG_TOTAL_WRITE_READ,169,27,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
343,339000,339.000,CFG_TOTAL_WRITE_READ,170,28,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
344,340000,340.000,CFG_TOTAL_WRITE_READ,170,28,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
345,341000,341.000,CFG_TOTAL_WRITE_READ,171,29,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
346,342000,342.000,CFG_TOTAL_WRITE_READ,171,29,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
347,343000,343.000,CFG_TOTAL_WRITE_READ,172,30,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
348,344000,344.000,CFG_TOTAL_WRITE_READ,172,30,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
349,345000,345.000,CFG_TOTAL_WRITE_READ,173,31,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
350,346000,346.000,CFG_TOTAL_WRITE_READ,173,31,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
351,347000,347.000,CFG_TOTAL_WRITE_READ,174,32,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
352,348000,348.000,CFG_TOTAL_WRITE_READ,174,32,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
353,349000,349.000,CFG_TOTAL_WRITE_READ,175,33,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
354,350000,350.000,CFG_TOTAL_WRITE_READ,175,33,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
355,351000,351.000,CFG_TOTAL_WRITE_READ,176,34,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
356,352000,352.000,CFG_TOTAL_WRITE_READ,176,34,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
357,353000,353.000,CFG_TOTAL_WRITE_READ,177,35,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
358,354000,354.000,CFG_TOTAL_WRITE_READ,177,35,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
359,355000,355.000,CFG_TOTAL_WRITE_READ,178,36,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
360,356000,356.000,CFG_TOTAL_WRITE_READ,178,36,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
361,357000,357.000,CFG_TOTAL_WRITE_READ,179,37,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
362,358000,358.000,CFG_TOTAL_WRITE_READ,179,37,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
363,359000,359.000,CFG_TOTAL_WRITE_READ,180,38,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
364,360000,360.000,CFG_TOTAL_WRITE_READ,180,38,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
365,361000,361.000,CFG_TOTAL_WRITE_READ,181,39,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
366,362000,362.000,CFG_TOTAL_WRITE_READ,181,39,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
367,363000,363.000,CFG_TOTAL_WRITE_READ,182,40,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
368,364000,364.000,CFG_TOTAL_WRITE_READ,182,40,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
369,365000,365.000,CFG_TOTAL_WRITE_READ,183,41,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
370,366000,366.000,CFG_TOTAL_WRITE_READ,183,41,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
371,367000,367.000,CFG_TOTAL_WRITE_READ,184,42,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
372,368000,368.000,CFG_TOTAL_WRITE_READ,184,42,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
373,369000,369.000,CFG_TOTAL_WRITE_READ,185,43,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
374,370000,370.000,CFG_TOTAL_WRITE_READ,185,43,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
375,371000,371.000,CFG_TOTAL_WRITE_READ,186,44,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
376,372000,372.000,CFG_TOTAL_WRITE_READ,186,44,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
377,373000,373.000,CFG_TOTAL_WRITE_READ,187,45,1,1,0,0x00,1,0xAA,READ_CFG_TOTAL
378,374000,374.000,CFG_TOTAL_WRITE_READ,187,45,0,1,0,0x00,1,0xAA,READ_CFG_TOTAL
379,375000,375.000,CFG_TOTAL_WRITE_READ,188,46,1,1,0,0x00,1,0x55,READ_CFG_TOTAL
380,376000,376.000,CFG_TOTAL_WRITE_READ,188,46,0,1,0,0x00,1,0x55,READ_CFG_TOTAL
381,377000,377.000,CFG_TOTAL_WRITE_READ,189,47,1,1,0,0x00,0,0x55,READ_CFG_TOTAL
382,378000,378.000,CFG_TOTAL_WRITE_READ,189,47,0,1,0,0x00,0,0x55,READ_CFG_TOTAL
383,379000,379.000,CFG_TOTAL_WRITE_READ,190,0,1,1,0,0x00,0,0x00,IDLE
384,380000,380.000,CFG_TOTAL_WRITE_READ,190,0,0,1,0,0x00,0,0x00,IDLE
385,381000,381.000,CFG_TOTAL_WRITE_READ,191,0,1,1,0,0x00,0,0x00,IDLE
386,382000,382.000,CFG_TOTAL_WRITE_READ,191,0,0,1,0,0x00,0,0x00,IDLE
387,383000,383.000,CFG_TOTAL_WRITE_READ,192,0,1,1,0,0x00,0,0x00,IDLE
388,384000,384.000,CFG_TOTAL_WRITE_READ,192,0,0,1,0,0x00,0,0x00,IDLE
389,384000,384.000,ADC_ASYNC_LOCKED,192,0,0,1,1,0x0D,0,0x00,IDLE
390,385000,385.000,ADC_ASYNC_LOCKED,193,0,1,1,1,0x0D,0,0x00,ADC_TEST
391,386000,386.000,ADC_ASYNC_LOCKED,193,0,0,1,1,0x00,0,0x00,ADC_TEST
392,388000,388.000,ADC_ASYNC_LOCKED,193,0,0,1,1,0x00,0,0x15,ADC_TEST
393,396000,396.000,ADC_ASYNC_LOCKED,193,0,0,1,1,0x00,0,0x15,ADC_TEST
394,397000,397.000,ADC_ASYNC_LOCKED,194,0,1,1,1,0x00,0,0x00,IDLE
395,398000,398.000,ADC_ASYNC_LOCKED,194,0,0,1,0,0x00,0,0x00,IDLE
396,399000,399.000,ADC_ASYNC_LOCKED,195,0,1,1,0,0x00,0,0x00,IDLE
397,400000,400.000,ADC_ASYNC_LOCKED,195,0,0,1,0,0x00,0,0x00,IDLE
398,401000,401.000,ADC_ASYNC_LOCKED,196,0,1,1,0,0x00,0,0x00,IDLE
399,402000,402.000,ADC_ASYNC_LOCKED,196,0,0,1,0,0x00,0,0x00,IDLE
400,403000,403.000,ADC_ASYNC_LOCKED,197,0,1,1,0,0x00,0,0x00,IDLE
401,404000,404.000,ADC_ASYNC_LOCKED,197,0,0,1,0,0x00,0,0x00,IDLE
402,404000,404.000,OCTDC_ASYNC_LOCKED,197,0,0,1,1,0x0C,0,0x00,IDLE
403,405000,405.000,OCTDC_ASYNC_LOCKED,198,0,1,1,1,0x0C,0,0x00,OCTDC_TEST
404,406000,406.000,OCTDC_ASYNC_LOCKED,198,0,0,1,1,0x00,0,0x00,OCTDC_TEST
405,407000,407.000,OCTDC_ASYNC_LOCKED,198,0,0,1,1,0x00,0,0x01,OCTDC_TEST
406,416000,416.000,OCTDC_ASYNC_LOCKED,198,0,0,1,1,0x00,0,0x01,OCTDC_TEST
407,417000,417.000,OCTDC_ASYNC_LOCKED,199,0,1,1,1,0x00,0,0x00,IDLE
408,418000,418.000,OCTDC_ASYNC_LOCKED,199,0,0,1,0,0x00,0,0x00,IDLE
409,419000,419.000,OCTDC_ASYNC_LOCKED,200,0,1,1,0,0x00,0,0x00,IDLE
410,420000,420.000,OCTDC_ASYNC_LOCKED,200,0,0,1,0,0x00,0,0x00,IDLE
411,421000,421.000,OCTDC_ASYNC_LOCKED,201,0,1,1,0,0x00,0,0x00,IDLE
412,422000,422.000,OCTDC_ASYNC_LOCKED,201,0,0,1,0,0x00,0,0x00,IDLE
413,423000,423.000,OCTDC_ASYNC_LOCKED,202,0,1,1,0,0x00,0,0x00,IDLE
414,424000,424.000,OCTDC_ASYNC_LOCKED,202,0,0,1,0,0x00,0,0x00,IDLE
415,424000,424.000,DRIVER_PARAMETER_GUARDS,202,0,0,1,0,0x00,0,0x00,IDLE
